Time;Channel A;Channel B
-8,95998005;0,63692130;2,47566200
-7,67998006;0,54643390;2,24662000
-6,39998007;0,54643390;2,01757900
-5,11998007;0,50126650;1,83431500
-3,83998008;0,50126650;1,69682900
-2,55998009;0,50126650;1,55934300
-1,27998010;0,45609910;1,42185700
0,00001990;0,50126650;1,28452400
1,28001989;0,45609910;1,19281600
2,56001988;0,45609910;1,10126000
3,84001987;0,45609910;1,00955200
5,12001986;0,45609910;0,91799680
6,40001986;0,45609910;0,82628860
7,68001985;0,45609910;0,73473310
8,96001984;0,45609910;0,68880280
10,24001983;0,45609910;0,64302500
11,52001983;0,45609910;0,55146940
12,80001982;0,45609910;0,50553910
14,08001981;0,45609910;0,45976140
15,36001980;0,45609910;0,41398360
16,64001979;0,45609910;0,36820580
17,92001979;1,76686900;0,68880280
19,20001978;3,03247200;1,00955200
20,48001977;3,61995300;1,37608000
21,76001976;3,93643000;1,65105100
23,04001976;4,11709900;1,88009300
24,32001975;4,20758700;2,10913400
25,60001974;4,29792200;2,33817600
26,88001973;4,29792200;2,56737000
28,16001972;4,34308900;2,70470300
29,44001972;4,34308900;2,88796700
30,72001971;4,34308900;3,02545200
32,00001970;4,38840900;3,16293800
33,28001969;4,38840900;3,30042400
34,56001969;4,38840900;3,39198000
35,84001968;4,38840900;3,52946600
37,12001967;4,43357700;3,62102100
38,40001966;4,43357700;3,66695100
39,68001965;4,43357700;3,75850700
40,96001965;4,43357700;3,85021500
42,24001964;4,43357700;3,94177100
43,52001963;4,43357700;3,98754800
44,80001962;4,43357700;4,03347900
46,08001962;4,43357700;4,03347900
47,36001961;4,43357700;4,12503400
48,64001960;4,43357700;4,17081200
49,92001959;4,43357700;4,21674300
51,20001958;4,43357700;4,26252000
52,48001958;4,43357700;4,26252000
53,76001957;4,43357700;4,30829800
55,04001956;4,43357700;4,35407600
56,32001955;4,43357700;4,40000600
57,60001955;4,43357700;4,40000600
58,88001954;4,43357700;4,40000600
60,16001953;4,43357700;4,40000600
61,44001952;4,43357700;4,40000600
62,72001951;4,02676500;4,30829800
64,00001951;2,30918300;3,94177100
65,28001950;1,45039200;3,57524300
66,56001949;1,04373300;3,30042400
67,84001948;0,86291090;2,97967500
69,12001948;0,68208870;2,75063300
70,40001947;0,63692130;2,47566200
71,68001946;0,54643390;2,24662000
72,96001945;0,50126650;2,06335600
74,24001944;0,50126650;1,88009300
75,52001944;0,50126650;1,74260700
76,80001943;0,50126650;1,55934300
78,08001942;0,50126650;1,46778800
79,36001941;0,45609910;1,28452400
80,64001941;0,45609910;1,19281600
81,92001940;0,45609910;1,10126000
83,20001939;0,45609910;1,00955200
84,48001938;0,45609910;0,91799680
85,76001937;0,45609910;0,82628860
87,04001937;0,45609910;0,73473310
88,32001936;0,45609910;0,68880280
89,60001935;0,45609910;0,64302500
90,88001934;0,45609910;0,55146940
92,16001934;0,45609910;0,55146940
93,44001933;0,45609910;0,45976140
94,72001932;0,45609910;0,41398360
96,00001931;0,45609910;0,36820580
97,28001930;1,63121400;0,64302500
98,56001930;2,98715200;1,00955200
99,84001929;3,57478600;1,33030200
101,12001928;3,93643000;1,60512100
102,40001927;4,11709900;1,88009300
103,68001927;4,20758700;2,10913400
104,96001926;4,29792200;2,29239800
106,24001925;4,29792200;2,52143900
107,52001924;4,34308900;2,70470300
108,80001923;4,34308900;2,88796700
110,08001923;4,34308900;3,02545200
111,36001922;4,38840900;3,16293800
112,64001921;4,43357700;3,30042400
113,92001920;4,38840900;3,39198000
115,20001920;4,38840900;3,48368800
116,48001919;4,43357700;3,62102100
117,76001918;4,43357700;3,66695100
119,04001917;4,43357700;3,75850700
120,32001916;4,43357700;3,85021500
121,60001916;4,43357700;3,94177100
122,88001915;4,43357700;3,98754800
124,16001914;4,43357700;4,03347900
125,44001913;4,43357700;4,07925700
126,72001913;4,43357700;4,12503400
128,00001912;4,43357700;4,21674300
129,28001911;4,47874400;4,21674300
130,56001910;4,43357700;4,21674300
131,84001909;4,43357700;4,26252000
133,12001909;4,43357700;4,30829800
134,40001908;4,43357700;4,35407600
135,68001907;4,43357700;4,35407600
136,96001906;4,43357700;4,40000600
138,24001906;4,43357700;4,40000600
139,52001905;4,43357700;4,40000600
140,80001904;4,43357700;4,40000600
142,08001903;4,20758700;4,40000600
143,36001902;2,44483800;3,98754800
144,64001902;1,54087900;3,57524300
145,92001901;1,08890000;3,30042400
147,20001900;0,86291090;3,02545200
148,48001899;0,72725610;2,75063300
149,76001899;0,63692130;2,47566200
151,04001898;0,54643390;2,29239800
152,32001897;0,54643390;2,10913400
153,60001896;0,50126650;1,92587100
154,88001895;0,50126650;1,74260700
156,16001895;0,45609910;1,60512100
157,44001894;0,45609910;1,46778800
158,72001893;0,45609910;1,33030200
160,00001892;0,45609910;1,19281600
161,28001892;0,45609910;1,10126000
162,56001891;0,45609910;1,00955200
163,84001890;0,45609910;0,91799680
165,12001889;0,45609910;0,82628860
166,40001888;0,45609910;0,78051090
167,68001888;0,45609910;0,73473310
168,96001887;0,45609910;0,64302500
170,24001886;0,45609910;0,55146940
171,52001885;0,45609910;0,55146940
172,80001885;0,45609910;0,45976140
174,08001884;0,45609910;0,45976140
175,36001883;0,45609910;0,36820580
176,64001882;1,31489000;0,55146940
177,92001881;2,85165000;0,96377450
179,20001881;3,52961800;1,28452400
180,48001880;3,89111000;1,55934300
181,76001879;4,07193200;1,83431500
183,04001878;4,20758700;2,06335600
184,32001877;4,25275400;2,29239800
185,60001877;4,29792200;2,47566200
186,88001876;4,34308900;2,65892500
188,16001875;4,34308900;2,84218900
189,44001874;4,38840900;3,02545200
190,72001874;4,34308900;3,11716100
192,00001873;4,38840900;3,25449400
193,28001872;4,38840900;3,39198000
194,56001871;4,38840900;3,48368800
195,84001870;4,38840900;3,57524300
197,12001870;4,43357700;3,66695100
198,40001869;4,43357700;3,75850700
199,68001868;4,43357700;3,85021500
200,96001867;4,43357700;3,89599300
202,24001867;4,43357700;3,94177100
203,52001866;4,43357700;4,03347900
204,80001865;4,43357700;4,07925700
206,08001864;4,43357700;4,12503400
207,36001863;4,43357700;4,17081200
208,64001863;4,43357700;4,21674300
209,92001862;4,43357700;4,21674300
211,20001861;4,43357700;4,30829800
212,48001860;4,43357700;4,30829800
213,76001860;4,43357700;4,30829800
215,04001859;4,43357700;4,35407600
216,32001858;4,43357700;4,40000600
217,60001857;4,43357700;4,40000600
218,88001856;4,43357700;4,40000600
220,16001856;4,43357700;4,40000600
221,44001855;4,25275400;4,40000600
222,72001854;2,49000500;3,98754800
224,00001853;1,58604700;3,66695100
225,28001853;1,08890000;3,30042400
226,56001852;0,86291090;3,02545200
227,84001851;0,72725610;2,75063300
229,12001850;0,63692130;2,52143900
230,40001849;0,54643390;2,29239800
231,68001849;0,54643390;2,10913400
232,96001848;0,50126650;1,92587100
234,24001847;0,50126650;1,74260700
235,52001846;0,50126650;1,60512100
236,80001846;0,45609910;1,46778800
238,08001845;0,45609910;1,33030200
239,36001844;0,45609910;1,19281600
240,64001843;0,45609910;1,10126000
241,92001842;0,45609910;1,00955200
243,20001842;0,45609910;0,91799680
244,48001841;0,45609910;0,87206640
245,76001840;0,41093170;0,73473310
247,04001839;0,45609910;0,73473310
248,32001839;0,45609910;0,64302500
249,60001838;0,41093170;0,55146940
250,88001837;0,45609910;0,55146940
252,16001836;0,41093170;0,45976140
253,44001835;0,45609910;0,41398360
254,72001835;0,45609910;0,41398360
256,00001834;1,31489000;0,59724720
257,28001833;2,80648200;0,96377450
258,56001832;3,52961800;1,28452400
259,84001832;3,89111000;1,55934300
261,12001831;4,11709900;1,83431500
262,40001830;4,16241900;2,10913400
263,68001829;4,25275400;2,29239800
264,96001828;4,29792200;2,47566200
266,24001828;4,34308900;2,65892500
267,52001827;4,34308900;2,84218900
268,80001826;4,34308900;3,02545200
270,08001825;4,38840900;3,11716100
271,36001825;4,38840900;3,25449400
272,64001824;4,38840900;3,39198000
273,92001823;4,43357700;3,48368800
275,20001822;4,43357700;3,57524300
276,48001821;4,43357700;3,66695100
277,76001821;4,43357700;3,75850700
279,04001820;4,43357700;3,85021500
280,32001819;4,43357700;3,89599300
281,60001818;4,43357700;3,94177100
282,88001818;4,43357700;4,03347900
284,16001817;4,43357700;4,03347900
285,44001816;4,43357700;4,12503400
286,72001815;4,43357700;4,17081200
288,00001814;4,43357700;4,21674300
289,28001814;4,43357700;4,21674300
290,56001813;4,43357700;4,30829800
291,84001812;4,43357700;4,30829800
293,12001811;4,43357700;4,30829800
294,40001811;4,43357700;4,40000600
295,68001810;4,43357700;4,40000600
296,96001809;4,43357700;4,40000600
298,24001808;4,43357700;4,40000600
299,52001807;4,43357700;4,44578400
300,80001807;4,34308900;4,40000600
302,08001806;2,58034000;4,03347900
303,36001805;1,63121400;3,66695100
304,64001804;1,13406800;3,30042400
305,92001804;0,86291090;3,02545200
307,20001803;0,72725610;2,75063300
308,48001802;0,63692130;2,56737000
309,76001801;0,54643390;2,29239800
311,04001800;0,54643390;2,10913400
312,32001800;0,50126650;1,92587100
313,60001799;0,50126650;1,74260700
314,88001798;0,50126650;1,65105100
316,16001797;0,45609910;1,46778800
317,44001797;0,45609910;1,37608000
318,72001796;0,45609910;1,19281600
320,00001795;0,45609910;1,10126000
321,28001794;0,45609910;1,00955200
322,56001793;0,45609910;0,91799680
323,84001793;0,45609910;0,87206640
325,12001792;0,45609910;0,73473310
326,40001791;0,45609910;0,73473310
327,68001790;0,45609910;0,64302500
328,96001790;0,45609910;0,59724720
330,24001789;0,45609910;0,55146940
331,52001788;0,45609910;0,45976140
332,80001787;0,45609910;0,45976140
334,08001786;0,45609910;0,36820580
335,36001786;1,04373300;0,55146940
336,64001785;2,71599500;0,91799680
337,92001784;3,48445100;1,23859400
339,20001783;3,84594200;1,51356500
340,48001783;4,07193200;1,83431500
341,76001782;4,16241900;2,06335600
343,04001781;4,25275400;2,24662000
344,32001780;4,29792200;2,47566200
345,60001779;4,34308900;2,65892500
346,88001779;4,34308900;2,84218900
348,16001778;4,34308900;2,97967500
349,44001777;4,38840900;3,11716100
350,72001776;4,38840900;3,30042400
352,00001776;4,38840900;3,34620200
353,28001775;4,43357700;3,48368800
354,56001774;4,43357700;3,57524300
355,84001773;4,43357700;3,66695100
357,12001772;4,43357700;3,75850700
358,40001772;4,43357700;3,85021500
359,68001771;4,43357700;3,85021500
360,96001770;4,43357700;3,94177100
362,24001769;4,43357700;4,03347900
363,52001769;4,43357700;4,03347900
364,80001768;4,43357700;4,12503400
366,08001767;4,43357700;4,12503400
367,36001766;4,43357700;4,21674300
368,64001765;4,43357700;4,21674300
369,92001765;4,43357700;4,26252000
371,20001764;4,43357700;4,30829800
372,48001763;4,43357700;4,30829800
373,76001762;4,43357700;4,35407600
375,04001762;4,43357700;4,40000600
376,32001761;4,43357700;4,40000600
377,60001760;4,43357700;4,40000600
378,88001759;4,43357700;4,40000600
380,16001758;4,34308900;4,40000600
381,44001758;2,71599500;4,03347900
382,72001757;1,67638200;3,66695100
384,00001756;1,17923500;3,39198000
385,28001755;0,86291090;3,07123000
386,56001755;0,72725610;2,79641100
387,84001754;0,63692130;2,56737000
389,12001753;0,54643390;2,33817600
390,40001752;0,54643390;2,10913400
391,68001751;0,50126650;1,92587100
392,96001751;0,50126650;1,78838500
394,24001750;0,50126650;1,65105100
395,52001749;0,45609910;1,46778800
396,80001748;0,45609910;1,37608000
398,08001748;0,50126650;1,28452400
399,36001747;0,45609910;1,10126000
400,64001746;0,45609910;1,00955200
401,92001745;0,45609910;0,91799680
403,20001744;0,45609910;0,87206640
404,48001744;0,45609910;0,78051090
405,76001743;0,45609910;0,73473310
407,04001742;0,45609910;0,64302500
408,32001741;0,45609910;0,55146940
409,60001741;0,45609910;0,55146940
410,88001740;0,45609910;0,50553910
412,16001739;0,45609910;0,45976140
413,44001738;0,45609910;0,41398360
414,72001737;0,90807830;0,50553910
416,00001737;2,62566000;0,91799680
417,28001736;3,39396300;1,19281600
418,56001735;3,80077500;1,51356500
419,84001734;4,07193200;1,78838500
421,12001734;4,20758700;2,01757900
422,40001733;4,25275400;2,20084200
423,68001732;4,29792200;2,47566200
424,96001731;4,34308900;2,65892500
426,24001730;4,34308900;2,84218900
427,52001730;4,34308900;2,93389700
428,80001729;4,38840900;3,11716100
430,08001728;4,38840900;3,20871600
431,36001727;4,38840900;3,34620200
432,64001727;4,43357700;3,48368800
433,92001726;4,38840900;3,57524300
435,20001725;4,43357700;3,66695100
436,48001724;4,43357700;3,75850700
437,76001723;4,43357700;3,85021500
439,04001723;4,43357700;3,89599300
440,32001722;4,43357700;3,94177100
441,60001721;4,43357700;4,03347900
442,88001720;4,43357700;4,03347900
444,16001720;4,43357700;4,12503400
445,44001719;4,43357700;4,12503400
446,72001718;4,43357700;4,21674300
448,00001717;4,43357700;4,21674300
449,28001716;4,43357700;4,26252000
450,56001716;4,43357700;4,30829800
451,84001715;4,43357700;4,30829800
453,12001714;4,43357700;4,40000600
454,40001713;4,43357700;4,40000600
455,68001713;4,43357700;4,40000600
456,96001712;4,43357700;4,40000600
458,24001711;4,43357700;4,40000600
459,52001710;4,34308900;4,40000600
460,80001709;2,76116200;4,03347900
462,08001709;1,67638200;3,71272900
463,36001708;1,17923500;3,39198000
464,64001707;0,86291090;3,11716100
465,92001706;0,72725610;2,79641100
467,20001706;0,63692130;2,56737000
468,48001705;0,59175390;2,38410600
469,76001704;0,54643390;2,10913400
471,04001703;0,50126650;1,92587100
472,32001702;0,50126650;1,78838500
473,60001702;0,50126650;1,65105100
474,88001701;0,50126650;1,46778800
476,16001700;0,45609910;1,37608000
477,44001699;0,45609910;1,23859400
478,72001699;0,45609910;1,10126000
480,00001698;0,45609910;1,00955200
481,28001697;0,45609910;0,91799680
482,56001696;0,45609910;0,82628860
483,84001695;0,45609910;0,78051090
485,12001695;0,45609910;0,73473310
486,40001694;0,45609910;0,64302500
487,68001693;0,41093170;0,55146940
488,96001692;0,45609910;0,55146940
490,24001692;0,45609910;0,45976140
491,52001691;0,41093170;0,45976140
492,80001690;0,45609910;0,36820580
494,08001689;0,86291090;0,45976140
495,36001688;2,62566000;0,91799680
496,64001688;3,39396300;1,19281600
497,92001687;3,84594200;1,51356500
499,20001686;4,02676500;1,78838500
500,48001685;4,16241900;2,01757900
